,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,212.45230102539062,500.0,267.3929748535156,63.0,-30.262563705444336,0.18929436802864075,0.8271046280860901,-1.2749649286270142,9.999999747378752e-05,500.0
1,104.00105285644531,500.0,198.49241638183594,62.0,-49.32781982421875,0.19613204896450043,0.6772392392158508,-2.6397252082824707,9.999999747378752e-05,500.0
2,141.9020538330078,500.0,175.05953979492188,62.0,-61.45356369018555,0.2599135935306549,0.5546115040779114,-3.9596753120422363,9.999999747378752e-05,500.0
3,123.1801528930664,500.0,161.4380645751953,62.0,-69.55779266357422,0.14520195126533508,0.45423099398612976,-5.273066520690918,9.999999747378752e-05,500.0
4,101.42325592041016,500.0,157.6822509765625,62.0,-73.25001525878906,0.3186793923377991,0.3720155656337738,-6.568329811096191,9.999999747378752e-05,500.0
5,95.43112182617188,500.0,153.4783477783203,62.0,-77.66973114013672,0.3227121829986572,0.3047654628753662,-7.8152899742126465,9.999999747378752e-05,500.0
6,195.26644897460938,500.0,153.73634338378906,62.0,-77.283935546875,0.24616509675979614,0.24967749416828156,-9.042083740234375,9.999999747378752e-05,500.0
7,214.01663208007812,500.0,153.66259765625,62.0,-78.61980438232422,0.11760830879211426,0.20454397797584534,-10.384748458862305,9.999999747378752e-05,500.0
8,83.57038116455078,500.0,151.64617919921875,62.0,-76.70845794677734,0.17287075519561768,0.1675562560558319,-11.65993595123291,9.999999747378752e-05,500.0
9,123.4728012084961,500.0,147.6373291015625,62.0,-72.84296417236328,0.8850196599960327,0.13730120658874512,-12.691131591796875,9.999999747378752e-05,500.0
10,139.21444702148438,500.0,146.29103088378906,62.0,-70.22124481201172,11.407129287719727,0.11249405145645142,-13.951239585876465,9.999999747378752e-05,500.0
11,78.95073699951172,500.0,145.553466796875,62.0,-67.31292724609375,2.0957212448120117,0.09221729636192322,-14.46181583404541,9.999999747378752e-05,500.0
