,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,time/fps
0,0.14583006501197815,0.0015489093493670225,9.999999747378752e-05,200.0,-467.29534912109375,259.0
1,0.19477549195289612,0.0005945913144387305,9.999999747378752e-05,200.0,-442.9429626464844,201.0
2,0.2439211905002594,0.0005326417740434408,9.999999747378752e-05,200.0,-433.30859375,184.0
3,0.2849277853965759,0.0006155370501801372,9.999999747378752e-05,200.0,-494.57476806640625,180.0
4,0.32290080189704895,0.00089123728685081,9.999999747378752e-05,200.0,-528.1402587890625,175.0
5,0.36727532744407654,0.0008803150267340243,9.999999747378752e-05,200.0,-654.3712158203125,179.0
6,0.40910807251930237,0.0009074531844817102,9.999999747378752e-05,200.0,-556.05029296875,177.0
7,0.4455084800720215,0.0010005803778767586,9.999999747378752e-05,200.0,-513.7762451171875,175.0
8,0.4801900088787079,0.0009393058135174215,9.999999747378752e-05,200.0,-429.58660888671875,174.0
9,0.5165631771087646,0.0008755800081416965,9.999999747378752e-05,200.0,-480.7649841308594,172.0
10,0.5536714196205139,0.0010312591912224889,9.999999747378752e-05,200.0,-466.9605407714844,175.0
11,0.5892154574394226,0.0009060989250428975,9.999999747378752e-05,200.0,-351.6906433105469,174.0
12,0.6215722560882568,0.0010318084387108684,9.999999747378752e-05,200.0,-381.75616455078125,173.0
13,0.6538558602333069,0.0009874681709334254,9.999999747378752e-05,200.0,-492.962890625,172.0
14,0.6824633479118347,0.0009093628032132983,9.999999747378752e-05,200.0,-435.6773376464844,172.0
15,0.7112700939178467,0.0009000762365758419,9.999999747378752e-05,200.0,-357.25677490234375,174.0
16,0.7389985918998718,0.0008362492080777884,9.999999747378752e-05,200.0,-333.6068420410156,173.0
17,0.7686920762062073,0.0006841013091616333,9.999999747378752e-05,200.0,-312.1846008300781,172.0
18,0.796355664730072,0.0007075672619976103,9.999999747378752e-05,200.0,-365.37945556640625,172.0
19,0.821003258228302,0.0006666578119620681,9.999999747378752e-05,200.0,-384.3570251464844,172.0
20,0.8438472747802734,0.0006285014096647501,9.999999747378752e-05,200.0,-342.809326171875,173.0
21,0.8658484220504761,0.0005693337880074978,9.999999747378752e-05,200.0,-343.25286865234375,172.0
22,0.8887615203857422,0.0005190596566535532,9.999999747378752e-05,200.0,-370.49737548828125,172.0
23,0.907738983631134,0.0004888333496637642,9.999999747378752e-05,200.0,-351.790771484375,172.0
24,0.926727831363678,0.0004797188157681376,9.999999747378752e-05,200.0,-333.68487548828125,171.0
25,0.9445826411247253,0.00047441566130146384,9.999999747378752e-05,200.0,-322.39984130859375,172.0
