,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-30.12210464477539,0.0,114.0,-8.332191467285156,0.06702148914337158,0.9647748470306396,-0.24278247356414795,9.999999747378752e-05,115.0,-28.445493698120117,0.0,115.0
1,-32.091182708740234,0.0,86.0,-17.05841827392578,1.2058913707733154,0.8799702525138855,-0.8620424270629883,9.999999747378752e-05,115.0,-31.636280059814453,0.0,115.0
2,-32.309112548828125,0.0,88.0,-20.726634979248047,3.657594919204712,0.8404116630554199,-1.1738336086273193,9.999999747378752e-05,115.0,-31.21546745300293,0.0,115.0
3,-32.01261520385742,0.0,85.0,-27.0393009185791,15.817054748535156,0.7665693163871765,-1.7916843891143799,9.999999747378752e-05,115.0,-30.114070892333984,0.0,115.0
4,-33.37193298339844,0.0,82.0,-31.99456024169922,0.09446100890636444,0.6992603540420532,-2.4061574935913086,9.999999747378752e-05,115.0,-30.189285278320312,0.0,115.0
5,-32.707523345947266,0.0,80.0,-33.87851333618164,4.902222156524658,0.6678563952445984,-2.703596830368042,9.999999747378752e-05,115.0,-26.563541412353516,0.0,115.0
6,-32.67889404296875,0.0,80.0,-35.67284393310547,16.431289672851562,0.6378798484802246,-3.0185916423797607,9.999999747378752e-05,115.0,-28.775012969970703,0.0,115.0
7,-32.935707092285156,0.0,76.0,-37.475135803222656,6.6118364334106445,0.6093078851699829,-3.3250248432159424,9.999999747378752e-05,115.0,-29.639610290527344,0.0,115.0
8,-32.800506591796875,0.0,77.0,-38.78474426269531,17.648738861083984,0.5820280313491821,-3.598245143890381,9.999999747378752e-05,115.0,-29.01970863342285,0.0,115.0
9,-32.95816421508789,0.0,77.0,-40.063724517822266,0.7896838188171387,0.5560511350631714,-3.887554168701172,9.999999747378752e-05,115.0,-28.686246871948242,0.0,115.0
10,-32.96011734008789,0.0,75.0,-41.665584564208984,0.7661982774734497,0.5312612056732178,-4.068512439727783,9.999999747378752e-05,115.0,-33.445526123046875,0.0,115.0
11,-32.94585037231445,0.0,75.0,-42.01673126220703,16.855609893798828,0.5075742602348328,-4.456079006195068,9.999999747378752e-05,115.0,-35.11460876464844,0.0,115.0
12,-32.8644905090332,0.0,73.0,-43.14836502075195,2.146638870239258,0.4849473237991333,-4.757735252380371,9.999999747378752e-05,115.0,-27.86862564086914,0.0,115.0
13,-32.879432678222656,0.0,73.0,-44.12126541137695,17.786972045898438,0.463342547416687,-4.957795143127441,9.999999747378752e-05,115.0,-35.50667953491211,0.0,115.0
14,-32.75634002685547,0.0,72.0,-44.233924865722656,17.9798583984375,0.4426565170288086,-5.362834930419922,9.999999747378752e-05,115.0,-34.76976013183594,0.0,115.0
15,-32.7279167175293,0.0,71.0,-45.226444244384766,13.381634712219238,0.4040430784225464,-5.863017559051514,9.999999747378752e-05,115.0,-33.20360565185547,0.0,115.0
16,-32.689483642578125,0.0,71.0,-45.76202392578125,27.159944534301758,0.38589951395988464,-6.050580978393555,9.999999747378752e-05,115.0,-31.0987548828125,0.0,115.0
