,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,163.15089416503906,500.0,201.4508819580078,80.0,-28.8961124420166,3.454616069793701,0.8270933032035828,-1.28078293800354,9.999999747378752e-05,500.0
1,191.0245361328125,500.0,194.0701904296875,79.0,-47.51190948486328,10.305167198181152,0.6771579384803772,-2.632267951965332,9.999999747378752e-05,500.0
2,160.1952362060547,500.0,190.94586181640625,79.0,-60.658870697021484,0.039183489978313446,0.5544100403785706,-4.01093864440918,9.999999747378752e-05,500.0
3,118.8231430053711,500.0,175.50814819335938,79.0,-69.46797943115234,0.07523579895496368,0.4539843201637268,-5.305751800537109,9.999999747378752e-05,500.0
4,172.45730590820312,500.0,167.38543701171875,79.0,-74.97683715820312,27.168067932128906,0.37197810411453247,-6.617012977600098,9.999999747378752e-05,500.0
5,231.38284301757812,500.0,194.6613311767578,78.0,-78.20728302001953,29.95536994934082,0.30450239777565,-7.97732400894165,9.999999747378752e-05,500.0
6,428.4778747558594,500.0,228.6465301513672,78.0,-80.39234161376953,0.2214488685131073,0.24938912689685822,-9.221223831176758,9.999999747378752e-05,500.0
7,378.923828125,500.0,247.2146759033203,78.0,-81.78736114501953,0.3277209401130676,0.20428967475891113,-10.65866470336914,9.999999747378752e-05,500.0
8,306.8043518066406,500.0,268.8437805175781,78.0,-82.3753890991211,0.24274292588233948,0.16725674271583557,-11.833393096923828,9.999999747378752e-05,500.0
9,133.3930206298828,500.0,268.325439453125,78.0,-82.08068084716797,0.17107348144054413,0.13693732023239136,-12.91666030883789,9.999999747378752e-05,500.0
10,121.08956146240234,500.0,265.5636291503906,78.0,-80.58238220214844,0.6451160907745361,0.11216060072183609,-14.514487266540527,9.999999747378752e-05,500.0
11,420.2356872558594,500.0,265.3171081542969,78.0,-78.67269134521484,64.43585205078125,0.09210138767957687,-15.312702178955078,9.999999747378752e-05,500.0
12,83.87162780761719,500.0,267.784423828125,78.0,-77.86214447021484,0.552079439163208,0.07561243325471878,-15.666797637939453,9.999999747378752e-05,500.0
13,101.53524780273438,500.0,259.45458984375,78.0,-75.88623046875,0.185863196849823,0.06216157227754593,-17.03643226623535,9.999999747378752e-05,500.0
14,100.70940399169922,500.0,254.8571014404297,78.0,-73.97924041748047,21.36396026611328,0.051061421632766724,-18.29334259033203,9.999999747378752e-05,500.0
15,113.56230163574219,500.0,246.32017517089844,78.0,-71.75321960449219,29.434354782104492,0.04188937321305275,-17.491193771362305,9.999999747378752e-05,500.0
16,140.2635040283203,500.0,239.96144104003906,78.0,-68.88880157470703,17.456802368164062,0.03446153923869133,-19.289531707763672,9.999999747378752e-05,500.0
17,179.04708862304688,500.0,238.9354248046875,78.0,-66.9893569946289,28.142810821533203,0.02839987352490425,-17.036388397216797,9.999999747378752e-05,500.0
18,212.5117645263672,500.0,234.4535369873047,78.0,-65.00039672851562,0.22879856824874878,0.023431286215782166,-17.08875846862793,9.999999747378752e-05,500.0
