,rollout/ep_rew_mean,rollout/success rate,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_len_mean
0,-42.17554473876953,0.0,154.0,0.47689080238342285,0.04682936519384384,9.999999747378752e-05,115.0,-113.53013610839844,0.0,115.0
1,-77.5274887084961,0.0,151.0,1.1332417726516724,0.0312950536608696,9.999999747378752e-05,115.0,-42.13520431518555,0.0,115.0
2,-89.26463317871094,0.0,126.0,1.966423511505127,0.06099877133965492,9.999999747378752e-05,115.0,-28.570653915405273,0.0,115.0
3,-87.69190979003906,0.0,121.0,2.642254590988159,0.13960298895835876,9.999999747378752e-05,115.0,-31.762731552124023,0.0,115.0
4,-79.83393096923828,0.0,115.0,2.5056354999542236,0.17575383186340332,9.999999747378752e-05,115.0,-108.84620666503906,0.0,115.0
5,-75.3460693359375,0.0,119.0,2.8697915077209473,0.21205434203147888,9.999999747378752e-05,115.0,-41.76774978637695,0.0,115.0
6,-68.59400939941406,0.0,110.0,3.006528854370117,0.24598245322704315,9.999999747378752e-05,115.0,-22.775291442871094,0.0,115.0
7,-63.63236618041992,0.0,114.0,3.1138925552368164,0.2695845365524292,9.999999747378752e-05,115.0,-11.926928520202637,0.0,115.0
8,-60.11885070800781,0.0,112.0,3.1845874786376953,0.2856413722038269,9.999999747378752e-05,115.0,-11.753445625305176,0.0,115.0
9,-62.14839553833008,0.0,115.0,3.1287200450897217,0.3118780553340912,9.999999747378752e-05,115.0,-12.425776481628418,0.0,115.0
10,-66.32785034179688,0.0,110.0,3.865673065185547,0.3608058989048004,9.999999747378752e-05,115.0,-21.10089111328125,0.0,115.0
11,-66.63627624511719,0.0,112.0,4.151991367340088,0.32926538586616516,9.999999747378752e-05,115.0,-25.386816024780273,0.0,115.0
12,-64.3466796875,0.0,115.0,4.132392406463623,0.4361323416233063,9.999999747378752e-05,115.0,-22.019695281982422,0.0,115.0
13,-62.42129898071289,0.0,111.0,4.145080089569092,0.41736018657684326,9.999999747378752e-05,115.0,-18.286794662475586,0.0,115.0
14,-60.011932373046875,0.0,113.0,4.070521831512451,0.42035427689552307,9.999999747378752e-05,115.0,-19.363544464111328,0.0,115.0
15,-57.48695373535156,0.0,113.0,4.093808174133301,0.42479145526885986,9.999999747378752e-05,115.0,-19.983423233032227,0.0,115.0
16,-54.887855529785156,0.0,112.0,4.124599456787109,0.3729289770126343,9.999999747378752e-05,115.0,-18.114843368530273,0.0,115.0
17,-52.60860061645508,0.0,112.0,4.1224799156188965,0.3968331515789032,9.999999747378752e-05,115.0,-18.528797149658203,0.0,115.0
18,-50.422996520996094,0.0,113.0,4.164315700531006,0.3511781096458435,9.999999747378752e-05,115.0,-20.328943252563477,0.0,115.0
19,-48.447940826416016,0.0,113.0,4.18615198135376,0.3097945749759674,9.999999747378752e-05,115.0,-22.735607147216797,0.0,115.0
20,-46.65910339355469,0.0,113.0,4.2476582527160645,0.3230877220630646,9.999999747378752e-05,115.0,-20.319744110107422,0.0,115.0
21,-45.223060607910156,0.0,112.0,4.305578708648682,0.3600906729698181,9.999999747378752e-05,115.0,-25.34579849243164,0.0,115.0
22,-43.88067626953125,0.0,114.0,4.295186996459961,0.34200727939605713,9.999999747378752e-05,115.0,-22.57322120666504,0.0,115.0
23,-42.909427642822266,0.0,112.0,4.303525924682617,0.32477936148643494,9.999999747378752e-05,115.0,-21.053455352783203,0.0,115.0
24,-42.0075569152832,0.0,113.0,4.354140281677246,0.3342050611972809,9.999999747378752e-05,115.0,-22.92439842224121,0.0,115.0
25,-41.21589660644531,0.0,114.0,4.354755401611328,0.29981687664985657,9.999999747378752e-05,115.0,-24.89654541015625,0.0,115.0
26,-37.33893585205078,0.0,112.0,4.3677287101745605,0.28172433376312256,9.999999747378752e-05,115.0,-24.18448257446289,0.0,115.0
27,-33.568275451660156,0.0,113.0,4.4278082847595215,0.33822041749954224,9.999999747378752e-05,115.0,-24.903390884399414,0.0,115.0
28,-30.929096221923828,0.0,113.0,4.44866943359375,0.3018970191478729,9.999999747378752e-05,115.0,-25.04697608947754,0.0,115.0
29,-29.754419326782227,0.0,114.0,4.531996726989746,0.26363691687583923,9.999999747378752e-05,115.0,-27.92617416381836,0.0,115.0
30,-28.419008255004883,0.0,112.0,4.580225944519043,0.32471877336502075,9.999999747378752e-05,115.0,-28.013427734375,0.0,115.0
31,-28.079082489013672,0.0,113.0,4.627803325653076,0.2936260402202606,9.999999747378752e-05,115.0,-19.965179443359375,0.0,115.0
32,-27.657289505004883,0.0,113.0,4.695910930633545,0.2843562066555023,9.999999747378752e-05,115.0,-18.698654174804688,0.0,115.0
33,-27.309858322143555,0.0,112.0,4.756504058837891,0.27944672107696533,9.999999747378752e-05,115.0,-24.910938262939453,0.0,115.0
34,-24.926485061645508,0.0,112.0,4.801137447357178,0.2961428165435791,9.999999747378752e-05,115.0,-28.26837158203125,0.0,115.0
35,-21.54795265197754,0.0,113.0,4.8416242599487305,0.29461386799812317,9.999999747378752e-05,115.0,-18.733428955078125,0.0,115.0
36,-19.57120704650879,0.0,111.0,4.92173957824707,0.282829612493515,9.999999747378752e-05,115.0,-18.32876205444336,0.0,115.0
37,-19.039505004882812,0.0,111.0,4.976574420928955,0.32898634672164917,9.999999747378752e-05,115.0,-13.834785461425781,0.0,115.0
