,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length
0,195.83047485351562,500.0,152.5693359375,60.0,-27.96466064453125,3.407383441925049,0.8270828723907471,-1.2844711542129517,9.999999747378752e-05,500.0
1,155.2591094970703,500.0,156.22305297851562,60.0,-45.99970626831055,0.056234210729599,0.6771668195724487,-2.6240291595458984,9.999999747378752e-05,500.0
2,209.3118438720703,500.0,184.232421875,59.0,-59.37356948852539,16.81529426574707,0.5544573068618774,-3.9690568447113037,9.999999747378752e-05,500.0
3,171.5034637451172,500.0,181.7022705078125,59.0,-68.07759857177734,21.92641258239746,0.45397141575813293,-5.299431800842285,9.999999747378752e-05,500.0
4,133.95933532714844,500.0,179.3096466064453,59.0,-73.9288101196289,53.66002655029297,0.3717099130153656,-6.663075923919678,9.999999747378752e-05,500.0
5,116.15130615234375,500.0,173.8756103515625,59.0,-76.2675552368164,0.15361836552619934,0.30440637469291687,-7.953926086425781,9.999999747378752e-05,500.0
6,129.73545837402344,500.0,167.70416259765625,59.0,-76.8777847290039,26.231956481933594,0.24934598803520203,-9.255341529846191,9.999999747378752e-05,500.0
7,166.96240234375,500.0,162.36810302734375,59.0,-76.59349060058594,53.0207405090332,0.20423926413059235,-10.569677352905273,9.999999747378752e-05,500.0
8,72.46160888671875,500.0,173.5702667236328,59.0,-75.61257934570312,0.1129620149731636,0.16728463768959045,-11.85819149017334,9.999999747378752e-05,500.0
9,215.09329223632812,500.0,177.2307586669922,59.0,-74.79061126708984,0.0968935638666153,0.13702017068862915,-13.111894607543945,9.999999747378752e-05,500.0
10,146.6943359375,500.0,173.99118041992188,60.0,-71.58715057373047,0.10891951620578766,0.11224028468132019,-14.377147674560547,9.999999747378752e-05,500.0
11,80.79629516601562,500.0,174.15829467773438,60.0,-68.90302276611328,0.1052280142903328,0.09194888174533844,-15.732491493225098,9.999999747378752e-05,500.0
12,231.7588653564453,500.0,180.64541625976562,60.0,-67.9014663696289,0.06001511216163635,0.07535292953252792,-16.790836334228516,9.999999747378752e-05,500.0
13,323.977783203125,500.0,180.65325927734375,60.0,-63.34855651855469,0.7251800298690796,0.06176476925611496,-17.774744033813477,9.999999747378752e-05,500.0
14,335.0071105957031,500.0,187.77169799804688,59.0,-62.124237060546875,0.08752861618995667,0.05057891085743904,-18.738691329956055,9.999999747378752e-05,500.0
15,220.71194458007812,500.0,186.02206420898438,59.0,-60.19733428955078,0.1328248232603073,0.04148360714316368,-19.611482620239258,9.999999747378752e-05,500.0
16,355.81939697265625,500.0,188.53968811035156,59.0,-59.19190216064453,37.742061614990234,0.03401632606983185,-20.36920738220215,9.999999747378752e-05,500.0
17,197.83963012695312,500.0,191.24957275390625,59.0,-55.48179626464844,0.10005488991737366,0.02788248099386692,-21.5806827545166,9.999999747378752e-05,500.0
18,346.8405456542969,500.0,206.55169677734375,59.0,-54.59889602661133,31.407760620117188,0.022888120263814926,-23.265493392944336,9.999999747378752e-05,500.0
